Partector2 SN 8365
Firmware: rev 275
Hardware: rev 3.2
BLE firmware: rev 9
Calibration: 6.20, calibrated on 21.2.2023
Cal params 1: -2.95, 20.53, 3.85, 0.970, 0.00000682, 1.07, 60, 100
Cal params 2: -4.94, 42.87, 13.57, 0.933, 150, 360
Cal params 3: -19.14, 81.95, 31.46, 0.792, 300, 720
Start: 20.7.2023 07:19:21
statistics: 154705 LDSAmin, 9238 min, 277892 pulses
settings 1: 2.00 Idiff, 50 P, 100 D, 0.5 duty cycle, 2.0 pulse period, 1 zeroHV, 1 pulsing
settings 2: 1820 dp setpoint, 10 P, 500 I, 0.50 flow%
settings 3: 0 integration time, 1 adaptive DV, 4 multi DV, 1 multiDV on, 20 DV switchtime, 1 antispike, 90 RH shutdown, 80 RH autoheat, 1.00 RH corr, 0 RTCcal, 0.00 offs 1T, 0.00 offs 2T, 0.00 offs 4T, 3 ADCmedian, 0 SD, 0 heater, 989.0 dPcal_p, 293.6 dPcal_T, 988.0 cal_p, 296.6 cal_T, 123 compensation, 0 OEM
settings 4: 999999 alarmlevel, 0 USBtransmit, 0 bluetooth, 15 brightness, 127 contrast, 1 low power, 1 selftest, 360000 selftest interval, 0 autopower
environment: T 12.6...33.2, RH 13.0...81.9
gain	1516.0	1553.0
startup	1454.0	1490.0
ST: Ipump 16.0mA	Display 16.4V	CE -23.6V	+ 2.50V	- -2.50V

time	number	diam	LDSA	surface	mass	sigma	idiff	ucor	DV	T	RH	P	flow	bat	Ipump	error	PWMpump	steps	n10.00	n16.26	n26.43	n42.96	n69.83	n113.52	n184.55	n300.00	A1	A2	A3	A4	A5
175.0	   5214	 38	 12.2	 65.0	1.95	1.97	2.02	3557	1200	23.7	52	1016.1	0.500	4.15	16.20	0	54	64	1367	3379	5716	7227	4772	1882	11	353	1.90774	1.52084	0.77683	0.35075	0.04944
179.0	   5926	 34	 13.0	 70.9	2.25	2.07	2.01	3556	100	23.7	52	1016.1	0.499	4.15	16.64	0	54	100	2392	5405	6568	6534	4629	2114	7	428	2.10763	1.43702	0.85822	0.38751	0.05462
183.0	   6447	 31	 12.6	 69.0	2.12	2.06	2.00	3556	360	23.7	52	1016.4	0.500	4.15	16.44	0	54	100	2987	6661	7487	6660	4109	2254	0	392	2.11546	1.44236	0.85268	0.38894	0.05482
187.0	   6388	 30	 12.5	 52.9	1.06	2.07	1.98	3556	718	23.6	51	1016.3	0.500	4.14	16.36	0	54	100	3423	7567	7064	5264	4609	1882	453	7	1.93244	1.31758	0.77892	0.25973	0.05008
191.0	   6537	 32	 12.9	 58.8	1.24	2.05	1.98	3556	1199	23.7	51	1016.2	0.500	4.15	15.92	0	54	100	2983	6634	7119	6343	5165	2527	111	92	2.13682	1.45693	0.86129	0.28720	0.03640
195.0	   5427	 36	 11.6	 52.3	1.01	1.96	2.00	3556	100	23.7	51	1016.2	0.500	4.15	16.28	0	54	67	1678	4047	5681	6678	5331	2184	54	60	1.88055	1.44489	0.75800	0.25276	0.03203
199.0	   5776	 38	 12.7	 57.0	1.10	1.94	2.00	3553	361	23.7	51	1016.1	0.500	4.15	16.08	0	54	67	1598	3924	5894	7356	6176	2343	0	75	2.05695	1.58042	0.82502	0.27647	0.03504
203.0	   5662	 38	 11.9	 52.6	0.88	1.92	2.00	3553	719	23.6	51	1016.0	0.500	4.14	16.52	0	54	31	1552	3835	5676	7174	6453	2104	12	21	1.98866	1.52796	0.79763	0.23307	0.03388
207.0	   5587	 38	 12.2	 52.6	0.91	1.91	1.99	3553	1199	23.6	51	1016.2	0.500	4.15	15.76	0	54	35	1484	3705	5561	7148	6526	2005	6	36	1.97442	1.51701	0.79192	0.23140	0.03477
211.0	   6261	 30	 12.0	 49.4	0.87	2.06	1.97	3552	99	23.7	51	1016.3	0.500	4.15	16.32	0	54	100	3332	7295	6846	5100	4580	2358	158	0	1.89295	1.31450	0.75924	0.22185	0.03334
215.0	   7611	 25	 12.2	 53.1	0.92	2.15	2.02	3553	360	23.7	51	1016.0	0.500	4.14	15.92	0	54	100	5986	12700	7462	1079	5613	3225	0	0	1.99787	1.38736	0.85963	0.23415	0.03518
219.0	   7755	 25	 12.7	 53.9	0.93	2.15	2.03	3556	718	23.7	51	1016.2	0.500	4.15	16.12	0	54	100	6215	13261	7495	690	5791	3294	0	0	2.00905	1.39512	0.86444	0.24103	0.03538
223.0	   5485	 35	 13.1	 55.1	1.10	2.06	1.97	3553	1198	23.7	51	1016.2	0.500	4.15	16.28	0	53	100	2155	4791	5392	5373	5527	2680	0	72	1.97173	1.36921	0.84838	0.23655	0.06622
227.0	   6307	 29	 12.4	 51.8	1.00	2.12	2.02	3553	99	23.7	51	1016.2	0.500	4.15	16.20	0	53	91	3827	8043	6572	3809	4775	2789	26	43	1.90580	1.30748	0.82001	0.22864	0.06401
231.0	   6907	 30	 12.0	 58.4	1.67	1.93	2.00	3552	360	23.8	51	1016.3	0.500	4.15	16.16	0	53	100	3046	6910	8260	8093	5545	423	140	310	2.03487	1.39602	0.68750	0.24413	0.06834
235.0	   7339	 27	 11.5	 76.7	2.84	1.98	1.98	3552	718	23.7	51	1016.2	0.501	4.15	15.80	0	53	87	3809	8896	10868	9163	0	191	1440	410	2.03824	1.39834	0.68864	0.53386	0.06846
239.0	   6173	 28	 11.4	 72.6	2.91	2.00	2.02	3553	1200	23.7	51	1016.1	0.500	4.15	15.80	0	53	100	2989	6967	8854	7988	758	307	820	565	1.83869	1.26144	0.62122	0.48160	0.04094
243.0	   7205	 27	 12.5	 76.7	2.83	1.99	2.01	3556	99	23.7	51	1015.9	0.500	4.15	15.84	0	53	92	3740	8696	10551	8932	0	467	1338	417	2.04896	1.39274	0.69226	0.53667	0.04562
247.0	   5491	 31	 12.4	 76.7	2.84	2.18	2.01	3555	361	23.7	51	1016.1	0.501	4.14	15.88	0	53	100	2771	6199	6762	5427	1827	2011	498	524	1.91923	1.30456	0.83314	0.50269	0.04273
251.0	   5901	 29	 11.6	 58.1	1.43	2.15	2.02	3556	718	23.7	50	1016.2	0.500	4.14	15.76	0	53	100	3498	7589	6946	4349	2088	2868	548	72	1.84311	1.25282	0.80009	0.35785	0.04104
255.0	   5516	 30	 10.7	 72.3	2.85	2.13	1.98	3552	1199	23.7	51	1016.1	0.500	4.15	16.28	0	53	100	2922	6284	6395	5023	3586	1258	11	658	1.83452	1.24698	0.79637	0.35618	0.12569
259.0	   5045	 37	 11.0	 74.7	2.84	2.00	2.00	3551	98	23.7	51	1016.0	0.500	4.15	16.20	0	53	56	1426	3388	5595	7000	4941	896	0	657	1.85815	1.48715	0.80662	0.36077	0.12730
263.0	   5554	 35	 11.7	 76.5	3.09	1.92	2.00	3555	361	23.7	50	1016.1	0.500	4.14	15.64	0	53	75	1452	3627	6779	8775	4913	0	1	770	1.90449	1.52424	0.72453	0.36977	0.13048
267.0	   5381	 37	 11.9	 62.4	2.01	1.88	1.99	3553	718	23.7	50	1016.3	0.500	4.14	16.08	0	53	16	1304	3200	5836	7978	6488	240	16	433	1.86406	1.49188	0.70915	0.23730	0.12771
271.0	   5224	 37	 11.4	 60.5	2.03	1.88	2.01	3555	1199	23.7	50	1016.1	0.500	4.15	15.68	0	53	68	1348	3182	5794	7788	6181	0	0	462	1.76835	1.41529	0.67274	0.22512	0.13730
275.0	   5598	 35	 10.6	 62.5	2.15	1.92	1.99	3552	100	23.7	50	1016.1	0.500	4.15	15.92	0	53	89	1834	4142	6272	7591	6191	0	0	494	1.83245	1.41526	0.69713	0.23328	0.14227
279.0	   5280	 36	 11.3	 63.8	2.16	1.97	1.99	3552	361	23.7	50	1016.2	0.500	4.15	16.04	0	53	55	1731	3888	5554	6686	6279	402	0	477	1.82405	1.40877	0.75664	0.23221	0.14162
283.0	   4910	 36	 11.2	 63.3	2.17	1.99	2.00	3552	719	23.7	50	1016.1	0.500	4.14	15.68	0	53	77	1561	3531	5233	6301	5361	805	0	473	1.75904	1.35856	0.72967	0.26460	0.13657
287.0	   5100	 37	 11.3	 65.0	2.16	1.95	1.98	3552	1199	23.7	50	1016.2	0.500	4.14	16.00	0	53	47	1373	3410	5293	6852	6069	698	7	464	1.84971	1.42859	0.76728	0.27824	0.11134
291.0	   5219	 36	 11.1	 64.2	2.04	1.99	1.96	3552	100	23.7	50	1016.2	0.500	4.15	15.88	0	53	67	1627	3784	5518	6620	5564	1204	0	410	1.87067	1.43706	0.77597	0.28139	0.11260
295.0	   5588	 34	 11.5	 64.2	2.31	1.93	2.00	3551	360	23.7	50	1016.2	0.500	4.15	16.28	0	53	78	1856	4320	6596	7782	5200	184	2	540	1.81524	1.39448	0.67911	0.27305	0.10927
299.0	   5302	 35	 11.0	 63.5	2.24	1.95	2.01	3552	718	23.7	50	1016.3	0.499	4.14	16.08	0	53	62	1657	3892	6147	7417	4983	518	2	506	1.79711	1.38056	0.67233	0.29111	0.10818
303.0	   4950	 37	 11.1	 53.9	1.41	1.94	1.97	3552	1199	23.7	50	1016.3	0.500	4.14	16.04	0	53	100	1382	3372	5402	6699	4717	1663	1	218	1.75729	1.34996	0.65743	0.28465	0.04479
307.0	   6450	 28	 11.6	 55.3	1.50	2.02	2.00	3555	99	23.7	50	1016.1	0.500	4.14	16.24	0	53	79	3561	7837	8050	6105	2759	1716	349	184	1.84283	1.26010	0.68944	0.29851	0.04698
311.0	   6404	 27	 11.4	 50.7	1.23	2.01	2.02	3551	360	23.7	50	1016.1	0.499	4.14	16.12	0	53	87	3685	8124	8231	5981	2081	1562	619	64	1.75865	1.20254	0.63585	0.28488	0.04483
315.0	   7301	 26	 11.6	 42.2	0.62	2.02	2.03	3552	718	23.7	50	1016.1	0.500	4.14	15.96	0	53	100	5161	10840	7620	3207	6385	1385	0	0	1.82128	1.24537	0.65849	0.12805	0.04643
319.0	   6922	 31	 12.5	 56.8	1.49	1.94	1.99	3552	1199	23.7	50	1016.2	0.500	4.14	15.64	0	53	78	3051	6655	7595	7551	7461	207	0	281	2.08870	1.42823	0.75518	0.14686	0.13233
323.0	   5404	 38	 11.5	 48.6	1.03	1.82	1.98	3553	99	23.8	50	1016.2	0.500	4.14	16.04	0	53	80	1268	3101	5529	7782	7399	382	0	145	1.81529	1.43700	0.65632	0.12763	0.11500
327.0	   5708	 38	 11.9	 52.5	1.05	1.83	2.01	3551	360	23.7	50	1016.1	0.500	4.14	15.92	0	53	72	1326	3240	5678	8017	7917	743	0	124	1.96375	1.55453	0.73739	0.13807	0.12441
331.0	   6088	 35	 12.8	 73.5	2.69	1.90	2.03	3553	718	23.7	50	1016.0	0.500	4.14	16.08	0	53	66	1698	4096	7168	9171	6052	8	17	638	2.02692	1.60454	0.76111	0.31877	0.12841
335.0	   6117	 36	 13.3	 74.6	2.58	1.91	2.02	3555	1198	23.7	50	1016.2	0.500	4.14	15.84	0	53	80	1621	3945	6962	9040	6306	534	0	579	2.11759	1.67631	0.79515	0.33303	0.13099
339.0	   5913	 31	 12.2	 67.4	2.57	1.99	1.96	3552	99	23.7	50	1016.1	0.500	4.15	16.24	0	53	75	2520	5643	7112	7184	4748	162	37	613	1.86091	1.33653	0.69877	0.29266	0.11511
343.0	   5590	 31	 11.1	 62.9	2.23	2.03	2.04	3556	361	23.7	50	1016.2	0.500	4.14	15.76	0	53	50	2519	5531	6466	6142	4519	813	0	498	1.78772	1.28396	0.71326	0.28115	0.11059
347.0	   5567	 32	 11.8	 62.7	2.17	2.02	2.00	3552	718	23.7	50	1016.2	0.500	4.14	15.92	0	53	52	2426	5320	6322	6189	4868	760	19	476	1.81202	1.30141	0.72295	0.26272	0.11209
351.0	   6105	 31	 11.7	 68.9	2.63	2.02	1.98	3552	1199	23.8	50	1016.4	0.500	4.14	15.72	0	53	59	2894	6264	7098	6593	5298	137	13	631	1.88599	1.35454	0.75247	0.27345	0.13713
355.0	   6440	 28	 11.6	 67.3	2.56	2.05	2.02	3555	100	23.8	50	1016.1	0.499	4.14	15.96	0	53	80	3813	8038	7572	5385	4581	518	4	606	1.89127	1.23810	0.75458	0.27421	0.13751
359.0	   5402	 30	 11.3	 61.7	2.07	2.17	2.03	3552	360	23.7	50	1016.0	0.499	4.14	15.72	0	53	100	3300	6838	5620	3305	4432	1675	11	414	1.75884	1.15140	0.81036	0.25501	0.12788
363.0	   6055	 27	 11.4	 75.7	2.97	2.19	2.04	3552	718	23.7	50	1016.0	0.500	4.15	15.96	0	53	100	4167	8672	7012	3391	2762	1928	109	647	1.88461	1.23374	0.86830	0.38746	0.13702
367.0	   6644	 26	 11.6	 64.3	1.62	2.20	2.00	3555	1199	23.7	50	1016.1	0.500	4.14	15.72	0	53	100	4792	10081	7745	3007	1722	3247	843	43	1.97290	1.29153	0.90898	0.40561	0.08021
371.0	   5282	 37	 11.7	 76.4	2.53	2.12	2.01	3553	99	23.8	50	1016.3	0.500	4.14	15.36	0	53	34	1895	4369	5469	5734	4452	2605	17	485	2.04598	1.52883	0.94265	0.42064	0.08318
375.0	   5922	 30	 11.8	 62.1	1.59	2.09	2.00	3551	360	23.7	50	1016.0	0.500	4.14	15.76	0	53	94	2815	6435	7543	6535	1803	1654	1263	13	1.86669	1.39485	0.76895	0.38378	0.07589
379.0	   5285	 36	 11.5	 57.3	1.45	2.00	2.00	3553	718	23.7	50	1016.2	0.500	4.14	15.68	0	53	76	1766	4051	5479	6245	5366	1926	0	209	1.88209	1.40636	0.77529	0.26150	0.07652
383.0	   5887	 34	 11.8	 56.0	1.18	2.02	2.01	3553	1200	23.8	50	1016.2	0.500	4.14	15.60	0	53	45	2319	5305	6309	6356	5075	2336	105	90	1.95817	1.46321	0.80663	0.27207	0.04624
387.0	   5858	 33	 12.1	 53.5	1.00	2.04	1.96	3552	100	23.7	50	1016.2	0.500	4.14	15.60	0	53	71	2445	5578	6441	6148	4407	2442	297	0	1.90049	1.45047	0.78287	0.26406	0.04488
391.0	   5871	 37	 12.5	 58.9	1.32	1.94	2.00	3552	360	23.7	50	1016.0	0.500	4.14	15.68	0	53	70	1712	4127	6243	7633	5920	2026	4	155	2.05315	1.56699	0.79085	0.28527	0.04848
395.0	   5965	 33	 12.7	 57.0	1.21	2.01	1.99	3552	718	23.7	50	1016.0	0.500	4.14	15.36	0	53	100	2266	5374	7162	7374	3436	1958	697	0	1.93823	1.47928	0.74659	0.30929	0.04577
399.0	   5659	 35	 12.4	 63.6	1.91	1.96	2.01	3553	1200	23.8	50	1016.0	0.500	4.14	16.04	0	53	55	1756	4196	6323	7542	5282	1344	4	367	1.95112	1.48911	0.75155	0.31134	0.07426
403.0	   6892	 30	 12.9	 64.9	1.85	2.02	1.98	3551	100	23.7	50	1016.2	0.500	4.14	15.76	0	53	84	3319	7404	8402	7423	4055	1305	499	249	2.06112	1.49041	0.79392	0.32889	0.07845
407.0	   6212	 31	 12.6	 64.6	2.11	2.01	2.00	3552	361	23.8	50	1016.1	0.500	4.14	15.88	0	53	59	2751	6188	7372	7026	4357	1283	27	430	1.94332	1.40522	0.75528	0.31010	0.07397
411.0	   6967	 29	 12.9	 57.4	1.24	2.05	2.00	3552	719	23.7	50	1016.0	0.500	4.14	15.60	0	53	100	3854	8470	8328	6118	3500	2131	583	26	2.00098	1.44691	0.77769	0.30273	0.07616
415.0	   6792	 32	 13.9	 77.0	2.83	2.00	2.00	3552	1199	23.8	50	1016.2	0.500	4.14	15.56	0	53	68	2895	6439	7964	8014	5751	447	14	661	2.15939	1.56147	0.83926	0.32670	0.13111
419.0	   6865	 30	 13.1	 74.3	2.62	2.04	1.98	3551	100	23.8	50	1016.3	0.500	4.14	15.76	0	53	100	3379	7326	7991	6989	5223	1040	0	582	2.18047	1.45684	0.84745	0.32989	0.13239
423.0	   5708	 34	 13.0	 69.3	2.23	2.08	1.99	3552	360	23.8	50	1016.0	0.500	4.14	15.72	0	53	100	2367	5216	6062	5969	5259	1731	2	440	2.06433	1.37924	0.86447	0.31232	0.12534
427.0	   6790	 29	 12.8	 73.4	2.59	2.09	1.98	3552	718	23.8	50	1016.3	0.500	4.14	15.64	0	53	100	3900	8309	7793	5540	4632	1370	80	549	2.08911	1.39580	0.87485	0.33448	0.12685
431.0	   7279	 28	 13.1	 66.6	1.79	2.11	1.99	3549	1199	23.8	50	1016.1	0.500	4.14	15.28	0	53	81	4639	9830	8414	4815	3673	2475	454	192	2.14249	1.43146	0.89721	0.34302	0.09109
