0,220054000c504e5354303420,1689159134,52.309132,4.971896,1.12,2.93,3.54,32,11,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,5,632,32.44,35.85,1,25.7,48.1,na,na,278,278,318,287,30
0,220054000c504e5354303420,1689159139,52.309128,4.971902,0.86,3.46,5.15,41,5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,3,632,32.44,35.85,1,25.7,48.5,na,na,281,278,317,285,34
0,220054000c504e5354303420,1689159144,52.309128,4.971900,0.93,3.63,15.13,37,9,5,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,8,632,32.43,36.14,1,25.6,48.3,na,na,279,278,312,282,33
0,220054000c504e5354303420,1689159149,52.309124,4.971902,0.89,2.35,2.90,33,6,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,4,632,32.43,36.05,1,25.6,48.1,na,na,277,278,313,279,35
0,220054000c504e5354303420,1689159154,52.309124,4.971902,0.90,2.82,3.43,33,9,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,6,632,32.41,36.00,1,25.6,48.2,na,na,279,278,311,273,32
0,220054000c504e5354303420,1689159159,52.309120,4.971901,1.01,2.92,3.34,41,10,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,3,632,32.40,35.96,1,25.6,48.3,na,na,278,278,311,275,38
1,220054000c504e5354303420,1689159160,52.309120,4.971900,-1,-273.4,-0.00,3.82,0,1,1,0,25.0,54.3,4.66,4.9,100.0
0,220054000c504e5354303420,1689159164,52.309120,4.971898,0.79,2.09,2.41,32,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,3,632,32.38,36.01,1,25.6,48.4,na,na,280,278,313,275,57
0,220054000c504e5354303420,1689159169,52.309120,4.971898,1.08,5.54,10.31,35,7,5,2,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,633,32.37,36.13,1,25.6,48.3,na,na,276,278,315,276,52
0,220054000c504e5354303420,1689159174,52.309124,4.971899,0.84,2.98,4.27,33,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,1,632,32.36,36.07,1,25.6,48.3,na,na,279,278,316,281,47
0,220054000c504e5354303420,1689159179,52.309132,4.971900,0.72,2.90,3.55,36,4,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,2,632,32.38,36.01,1,25.6,48.4,na,na,279,278,316,281,38
0,220054000c504e5354303420,1689159184,52.309135,4.971894,1.07,4.43,9.89,41,8,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,4,632,32.37,36.13,1,25.7,48.8,na,na,280,278,317,282,30
0,220054000c504e5354303420,1689159189,52.309135,4.971883,1.03,2.87,3.29,34,7,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,3,633,32.37,36.29,1,25.7,48.7,na,na,280,278,314,281,29
1,220054000c504e5354303420,1689159189,52.309135,4.971883,-1,-273.4,-0.00,3.82,0,1,1,0,25.1,54.1,4.66,7.9,100.0
0,220054000c504e5354303420,1689159194,52.309135,4.971871,1.05,4.73,7.48,33,7,2,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,2,632,32.34,36.52,1,25.6,47.9,na,na,277,278,318,283,26
0,220054000c504e5354303420,1689159199,52.309135,4.971865,0.79,1.21,1.25,43,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,4,632,32.33,36.34,1,25.6,47.5,na,na,273,278,315,282,28
0,220054000c504e5354303420,1689159204,52.309135,4.971859,0.93,3.17,4.03,27,8,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,5,632,32.33,35.84,1,25.7,47.6,na,na,276,278,314,281,23
0,220054000c504e5354303420,1689159209,52.309139,4.971861,1.10,3.69,8.13,41,12,5,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,6,632,32.36,35.67,1,25.7,47.8,na,na,275,278,316,281,26
0,220054000c504e5354303420,1689159214,52.309139,4.971866,0.89,2.50,6.71,33,14,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,2,633,32.34,35.73,1,25.7,47.8,na,na,277,278,316,282,22
0,220054000c504e5354303420,1689159219,52.309143,4.971867,1.17,3.80,14.47,30,9,3,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,5,633,32.34,35.78,1,25.7,48.0,na,na,278,278,315,282,22
1,220054000c504e5354303420,1689159220,52.309143,4.971867,-1,-273.4,-0.00,3.82,0,1,1,0,25.0,53.6,4.66,8.9,100.0
0,220054000c504e5354303420,1689159224,52.309143,4.971870,1.24,3.90,5.37,26,6,7,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1,632,32.33,35.98,1,25.7,48.0,na,na,278,278,313,281,24
0,220054000c504e5354303420,1689159229,52.309147,4.971874,0.77,3.70,6.50,31,7,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,1,633,32.36,36.07,1,25.7,47.9,na,na,277,278,315,280,22
0,220054000c504e5354303420,1689159234,52.309147,4.971878,0.62,1.74,2.07,29,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,632,32.33,36.00,1,25.7,47.1,na,na,273,278,314,278,28
0,220054000c504e5354303420,1689159239,52.309143,4.971884,0.91,3.75,5.67,20,10,7,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1,633,32.33,35.74,1,25.7,46.7,na,na,272,278,311,276,30
0,220054000c504e5354303420,1689159244,52.309139,4.971889,0.83,2.33,2.72,24,11,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,2,632,32.34,35.26,1,25.8,46.6,na,na,274,278,309,277,26
0,220054000c504e5354303420,1689159249,52.309139,4.971890,1.07,5.19,11.09,26,8,5,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,2,633,32.34,35.13,1,25.8,46.9,na,na,276,278,311,275,20
1,220054000c504e5354303420,1689159251,52.309135,4.971890,-1,-273.4,-0.00,3.81,0,1,1,0,25.0,52.9,4.66,9.4,100.0
0,220054000c504e5354303420,1689159254,52.309135,4.971891,1.05,4.21,6.22,38,5,5,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1,633,32.31,35.41,1,25.8,46.9,na,na,273,278,311,276,29
0,220054000c504e5354303420,1689159259,52.309139,4.971889,0.72,4.05,8.98,22,3,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,1,632,32.33,35.30,1,25.7,46.6,na,na,275,278,309,272,25
0,220054000c504e5354303420,1689159264,52.309139,4.971885,0.72,3.82,6.59,32,4,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,2,633,32.34,35.14,1,25.7,46.6,na,na,274,278,308,275,24
0,220054000c504e5354303420,1689159269,52.309139,4.971883,1.10,3.23,24.93,30,6,8,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,9,632,32.33,35.01,1,25.7,46.7,na,na,276,278,312,275,23
0,220054000c504e5354303420,1689159274,52.309139,4.971882,1.02,5.63,11.73,23,4,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,2,632,32.33,35.05,1,25.7,46.6,na,na,276,278,310,274,28
0,220054000c504e5354303420,1689159279,52.309139,4.971881,0.98,5.76,19.32,28,5,4,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,2,632,32.33,35.09,1,25.6,47.1,na,na,277,278,313,278,23
1,220054000c504e5354303420,1689159281,52.309139,4.971881,-1,-273.4,-0.00,3.82,0,1,1,0,25.0,52.8,4.65,4.4,90.0
